"name","mail","mail2","tel","tel2","adrs","adrs2"
"ECOLE PRIVEE SAINT-ANDRE","Not found","Not found","02 97 42 00 93","Not found","Rue des Ecoles56450 SURZURFrance","Not found"
"ECOLE PRIVEE","saintmartin.direction@wanadoo.fr","Not found","02 51 27 86 44","Not found","14 rue des Grand Bois85210 ST MARTIN LARSFrance","Not found"
"ECOLE PRIVEE SAINTE-FAMILLE","bierne.ecole.ste.famille@wanadoo.fr","ec.bierne.stefamille@ec53.org","02 43 70 53 31","Not found","11 rue Jean Bourré53290 BIERNEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LOURDES","ecole.laubrieres@wanadoo.fr","Not found","02 43 06 69 00","Not found","1 rue du Chêne Jarry53540 LAUBRIERESFrance","Not found"
"ECOLE PRIVEE SAINT-ACHEUL  COLLEGE ET LYCEES PRIVES SAINT-RIQUIER","striquier.amiens@ac-amiens.fr","Not found","03 22 46 04 61","Not found","Primaire : 48 chaussée Jules Ferry80094 AMIENS CEDEX  3France","Secondaire : 50 chaussée Jules Ferry"
"ECOLE ET COLLEGE PRIVES SAINT-CLEMENT","clemar2@scolalor.net","Not found","03 29 09 71 24","Not found","11 rue Abbé Thiébaut -BP 188320 MARTIGNY LES BAINSFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-ANNE","ecole.ste.anne.callelongue@wanadoo.fr","collegesainteanne@yahoo.fr","04 91 77 72 62","04 91 71 08 06","18 rue Thieux13008 MARSEILLEFrance","Maternelles et CP : Rue Callelongue"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","03 20 39 06 30","Not found","128 rue Vieil Dieu59560 COMINESFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES","Not found","Not found","05 65 71 91 53","Not found","7 rue du Stade12450 FLAVINFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","sacrecoeurmeyzieu@wanadoo.fr","Not found","04 78 31 54 65","Not found","59 rue Louis Saulnier69330 MEYZIEUFrance","Not found"
"ECOLE PRIVEE","Not found","Not found","05 65 69 52 06","Not found","480 avenue de la Basilique12450 CEIGNACFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","saint-joseph@wanadoo.fr","Not found","02 98 72 80 49","Not found","48 rue Général de Gaulle29650 GUERLESQUINFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME D'IZEL VOR","Not found","Not found","02 98 56 96 37","Not found","Impasse de la Baie29940 LA FORET FOUESNANTFrance","Not found"
"ECOLE PRIVEE SAINTE-BRIGIDE","ecole-sainte-brigide@fr.st","Not found","02 98 07 07 97","Not found","Rue Sainte Brigide29470 LOPERHETFrance","Not found"
"EJM - ECOLE JEANNINE MANUEL","admissions@eabjm.net","Not found","01 44 37 00 80","01 44 37 00 76","70 rue du Théâtre (du CE2 à la terminale)75015 PARISFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","eco35.ste-marie.pleine-fougeres@ecbretagne.org","Not found","02 99 48 50 06","Not found","20 rue de Normandie35610 PLEINE FOUGERESFrance","Not found"
"ECOLE PRIVEE   NOTRE-DAME DE LOURDES","direction.ecole@csc-estaires.fr","Not found","03 28 43 89 86","Not found","2 place Saint-Vaast59940 ESTAIRESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DU BON SECOURS","ecolebs-staa@wanadoo.fr","Not found","02 99 55 20 13","Not found","8 rue des Ecoles35250 ST AUBIN D AUBIGNEFrance","Not found"
"ECOLE PRIVEE   NOTRE-DAME DE BOURGENAY","ecole.nd-bourgenay@wanadoo.fr","Not found","02 51 22 25 48","Not found","Avenue Notre-Dame85440 TALMONT ST HILAIREFrance","Not found"
"ENSEMBLE SCOLAIRE PRIVE ALBERT DE MUN","ecole-albert-de-mun@albertdemun.org","Not found","01 48 73 79 91","Not found","12/16 avenue des Marronniers94736 NOGENT SUR MARNE CEDEXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecolenotredameterves@wanadoo.fr","Not found","05 49 65 11 72","Not found","5 rue de l'Humelet79300 TERVESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE KERELLON","Not found","Not found","02 98 69 50 51","Not found","16 rue de Kérellon29420 PLOUENANFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 98 69 98 64","Not found","6 rue de la Mairie29440 PLOUZEVEDEFrance","Not found"
"ECOLE PRIVEE SAINT-MARTIN","Not found","Not found","02 98 89 82 69","Not found","Le Villars29830 ST PABUFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES  DEMOTZ DE LA SALLE","demotz@wanadoo.fr","Not found","04 50 01 22 52","Not found","2 rue du Collège - BP 6474150 RUMILLYFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-CHARLES","Saint-Charles41.college@wanadoo.fr","Not found","02 54 56 20 60","02 54 43 86 16","2 rue du Pont-du-Gast - BP 9441004 BLOIS CEDEXFrance","Maternelle et élémentaire : 32 rue de la Quinière"
"ECOLE ET COLLEGE PRIVES DE LA PROVIDENCE","ce.0860758g@ac-poitiers.fr","Not found","05 49 88 17 95","Not found","22 rue René Descartes - BP 28186007 POITIERS CEDEXFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN","stjeanfontenay@free.fr","Not found","02 51 69 08 05","Not found","21 rue Saint-Nicolas85200 FONTENAY LE COMTEFrance","Not found"
"ECOLE PRIVEE  SAINT-JEAN-BAPTISTE DE BELLEVILLE","ec.stjeanbaptiste@wanadoo.fr","Not found","01 42 41 29 45","Not found","31 rue Clavel75019 PARISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LOURDES","eco.ndl.porcaro@ddec56.org","Not found","02 97 22 06 39","Not found","2 place de la Mairie56380 PORCAROFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","02 97 42 32 56","Not found","Le Bourg56420 BILLIOFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco.stjo.buleon@ddec56.org","Not found","02 97 75 44 86","Not found","2 rue des Ecoles56420 BULEONFrance","Not found"
"ECOLE PRIVEE RAOUL FOLLEREAU","ecole-raoul-follereau@wanadoo.fr","Not found","02 99 07 00 34","Not found","2 Place de l'Eglise35830 BETTONFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","dsaget.stemarie@free.fr","Not found","02 99 60 75 24","Not found","2 rue de Rennes35650 LE RHEUFrance","Not found"
"ECOLE PRIVEE FENELON JEANNE D'ARC","ecoles@institut-fenelon.com.fr","Not found","04 93 36 35 75","Not found","6 rue Tracastel06130 GRASSEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE- SAINT MAURICE","sainte.marie.jarnac@wanadoo.fr","Not found","05 45 81 09 34","Tel : 05 45 81 27 97","22 rue des Fossés16200 JARNACFrance","St Maurice : Rue de la Font Badan 16200 JARNAC"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","03 29 30 68 18","Not found","79 Grande Rue88340 LE VAL D AJOLFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole.ste.marie-merignac@orange.fr","Not found","05 56 13 46 00","Not found","46 avenue du Général de Castelnau33700 MERIGNACFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","ecole.stsulpice@free.fr","Not found","02 40 97 03 44","Not found","26 rue Bretagne44540 ST SUPLICE DES LANDESFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","ecole.vieillevigne@orange.fr","Not found","02 40 26 51 96","Not found","12 avenue de Nantes44116 VIEILLEVIGNEFrance","Not found"
"ECOLE PRIVEE SAINT-FRANÇOIS","ec.st-molf.st-francois@ec44.scolanet.org","ecole.st-françois651@orange.fr","02 40 62 58 95","Not found","Rue du Pays Blanc44350 ST MOLFFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE","ec.remouille.st-pierre@ec44.scolanet.org","Not found","02 40 03 81 97","Not found","15 rue de la Cure44140 REMOUILLEFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN","ecolesaintjeansterblon@megalis.org","Not found","02 99 52 35 12","Not found","1 rue de la Croix Faucheux35230 ST ERBLONFrance","Not found"
"ECOLE PRIVEE SAINT-MICHEL","ecoleprivee.saintmichel@sfr.fr","Not found","05 59 37 04 26","Not found","Le Bourg64220 ST JEAN LE VIEUXFrance","Not found"
"ECOLE PRIVEE SAINT-HENRI","Not found","Not found","03 20 72 23 44","Not found","12 place du Maréchal Foch59650 VILLENEUVE D ASCQFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE  JEANNE D'ARC","Not found","Not found","03 20 24 72 39","03 20 70 41 76","14 place de la Liberté59170 CROIXFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES  SAINT-LOUIS - SAINTE-CLOTILDE","contact@saintlouis-sainteclotilde.org","Not found","01 43 01 31 40","01 43 01 36 41 (école)","37 allée de la Fontaine93340 LE RAINCYFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES  CHARLES DE FOUCAULD","grp29.estran.brest@ecbretagne.org","Not found","02 98 02 12 54","02 98 02 82 90","32 rue de Quimper29287 BREST CEDEXFrance","Not found"
"LE SAINT-COEUR  ECOLE, COLLEGE ET LYCEE  PRIVES","saintcoeur21.dir@wanadoo.fr","Not found","03 80 26 26 56","03 80 26 16 58","3 rue du faubourg Saint-Nicolas21200 BEAUNEFrance","Not found"
"ECOLE MATERNELLE PRIVEE PARDESS HANNA","Not found","Not found","01 44 52 72 52","01 42 41 80 05","49-51 rue Petit75019 PARISFrance","Not found"
"INSTITUTION SAINT-JEAN  ECOLE ET COLLEGE PRIVES","ecole.saint-jean@calixo.net","Not found","03 89 41 27 18","03 89 41 16 45","3 route de Bâle68000 COLMARFrance","Ecole : 45 rue Saint-Josse"
"ECOLE PRIVEE SAINTE-MARIE","allonne.ecole@free.fr","ec_prim_allone@cc-parthenay.fr","05 49 95 64 53","Not found","21 rue des Ajoncs79130 ALLONNEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecole.notre-dame.mouchamps@wanadoo.fr","Not found","02 51 66 28 06","Not found","22 rue du Beignon85640 MOUCHAMPSFrance","Not found"
"ECOLE PRIVEE SAINT-FRANÇOIS","ecolestfrancois.loriol@wanadoo.fr","Not found","04 75 61 74 95","Not found","6 avenue du Général de Gaulle26270 LORIOLFrance","Not found"
"ECOLE ET COLLEGE PRIVES NOTRE-DAME","ndpam1@scolalor.net","Not found","03 83 81 04 95","Not found","2 rue Charles Lepois - BP 4554705 PONT A MOUSSONFrance","Not found"
"ECOLE PRIVEE SAINT-DOMINIQUE","Not found","Not found","05 53 41 23 65","Not found","1 place de l'Eglise47140 ST SYLVESTRE SUR LOTFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","college-saint-joseph2@wanadoo.fr","Not found","02 37 31 70 23","Not found","10 rue Armand Lefèvre28700 AUNEAUFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","ce.0594068b@ac-lille.fr","Not found","03 20 73 83 80","03 20 70 88 37","255 avenue des Nations-Unies59100 ROUBAIXFrance","Annexe :78 rue Descartes"
"ECOLE PRIVEE NOTRE-DAME","ogec-nd-cerences@orange.fr","Not found","02 33 51 90 26","Not found","5 rue de la Gabelle50510 CERENCESFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 31 79 80 50","Not found","1 rue des Trois Ursulines14320 MAY SUR ORNEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ste-marie.la-chartre@wanadoo.fr","Not found","02 43 44 41 21","Not found","24 rue François Coudreux72340 LA CHARTRE SUR LE LOIRFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME  LES ARCS EN CIEL","Not found","cha.bac@infonie.fr","04 71 05 05 76","Not found","Route du Puy43260 LANTRIACFrance","Not found"
"ECOLE PRIVEE LA PROVIDENCE","providence.dieppe@wanadoo.fr","Not found","02 32 14 61 49","Not found","Chemin des VertusSaint-Aubin sur Scie76371 DIEPPE CEDEXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","direction@ecole-privee-stgenest-lerpt.org","Not found","04 77 90 92 15","Not found","1 Boulevard du Minois42530 ST GENEST LERPTFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","ecole-saint-joseph-bj@wanadoo.fr","Not found","04 74 43 55 55","04 74 43 55 58 (école)","14 rue des Moulins - BP 49538312 BOURGOIN JALLIEUFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","Not found","Not found","05 55 66 14 85","Not found","7 rue William Dumazet23200 AUBUSSONFrance","Not found"
"ECOLE PRIVEE SAINT-PAUL","Not found","Not found","04 70 05 26 90","Not found","1 rue Damiette03100 MONTLUÇONFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-CLOTILDE","accueil.steclo@orange.fr","Not found","03 22 91 33 41","Not found","18 rue Emile Zola80036 AMIENS CEDEX 01France","Not found"
"ECOLE PRIVEE SAINT-MICHEL","mpecqueux@ogece.com","Not found","03 21 94 75 50","Not found","4 rue des Berceaux - BP 2462630 ETAPLESFrance","Not found"
"ECOLE PRIVEE SAINT JOSEPH","Not found","Not found","02 97 34 02 44","Not found","15 rue de Scaër56560 GUISCRIFFFrance","Not found"
"ECOLE, COLLEGE  ET LYCEE PRIVES DE L'ALMA","contact@ecl-alma.com","Not found","01 44 18 62 82","Not found","12 avenue Bosquet75007 PARISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LOURDES","ec.bignon.nd-lourdes@ec44.scolanet.org","ecoleprivee-lebignon@wanadoo.fr","02 40 78 14 71","Not found","3 rue de la Croix44140 LE BIGNONFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","03 20 84 32 15","Not found","6 rue des Roloirs59510 FOREST SUR MARQUEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARTHE","Not found","Not found","03 28 49 28 36","Not found","22 rue de la Fontaine59270 METERENFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ec.ancenis.ste-anne@ec44.scolanet.org","ste.anne.ancenis@wanadoo.fr","02 40 83 12 14","Not found","76 boulevard Ottman44150 ANCENISFrance","Not found"
"ECOLE PRIVEE SAINTE-ELISABETH","ecolesainteelisabeth@wanadoo.fr","Not found","03 20 07 78 75","Not found","102 rue du Faubourg de Béthune59000 LILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-GERMAINE","ecolesaintegermaine@wanadoo.fr","Not found","04 68 31 02 00","Not found","12 rue Maurice Lacroux11300 LIMOUXFrance","Not found"
"ECOLE NOTRE-DAME DU SACRE-COEUR","ndsacoeurnoyen@wanadoo.fr","Not found","02 43 95 72 80","Not found","4 rue Hortense Ceuneau72430 NOYEN SUR SARTHEFrance","Not found"
"ECOLE PRIVEE SAINT-SAMSON","eco.stsa.hellean@ddec56.org","Not found","02 97 93 54 70","Not found","18 chemin de Dava56120 HELLEANFrance","Not found"
"EJM - ECOLE JEANNINE MANUEL","admissions@eabjm.net","Not found","01 47 34 27 72","Not found","141 avenue de Suffren75007 PARISFrance","Not found"
"ECOLE PRIVEE SAINT-REGIS","ec.stre.puy@ec43.org","lapte43@yahoo.fr","04 71 59 32 43","Not found","1 rue Saint-Régis43200 LAPTEFrance","Not found"
"ECOLE PRIVEE LES QUATRE VENTS","ecloe.st-bonnet-les-oules@wanadoo.fr","Not found","04 77 54 17 29","Not found","Le Bourg42330 ST BONNET LES OULESFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","03 20 59 20 29","Not found","3 rue de la Motte59235 BERSEEFrance","Not found"
"ECOLE PRIVEE SAINTE-PHILOMENE","Not found","Not found","03 20 59 84 59","Not found","16 rue de l'Abbé Bonpain59273 FRETINFrance","Not found"
"CIPEC - CENTRE INTERNATIONAL PRIVE  POUR L'EDUCATION ET LA CULTURE  ECOLE INTERNATIONALE ET BILINGUE","info@c-i-p-e-c.com","Not found","0442608425","Not found","Domaine de FontvieilleRoute Bouc Bel AirAix-en-Provence13080 LUYNESFrance","Not found"
"CENTRE SCOLAIRE LIBRE SAINT-PAUL  COLLEGE - LYCEE - CPGE","st-paul.ecl.lille@nordnet.com","Not found","03 20 57 32 92","03 20 57 40 76","25 bis rue Colbert59800 LILLEFrance","Prépas : 62 rue Royale"
"ECOLE PRIVEE SAINTE-THERESE","ecolesaintetheresebains@wanadoo.fr","ec43.priv.bains.saintetherese@ac-clermont.fr","04 71 57 52 17","Not found","Le Bourg43370 BAINSFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LA PROVIDENCE","ecoledelaprovidence17@orange.fr","e-notre-dame-matha@ac-poitiers.fr","05 46 58 51 23","Not found","22 rue d'Angoulême17160 MATHAFrance","Not found"
"ECOLE PRIVEE  NOTRE-DAME DU SACRE-COEUR","ndsccoutras@free.fr","ndsc.coutras@orange.fr","05 57 49 02 35","Not found","218 rue Pierre Brosselette33230 COUTRASFrance","Not found"
"ECOLE PRIVEE SAINT-ANDRE","ecole.tardiere@wanadoo.fr","Not found","02 51 87 82 62","Not found","16 rue Augustin de Hargues85120 LA TARDIEREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole.st-joseph.dardilly@wanadoo.fr","Not found","04 78 43 20 89","Not found","18 route d'Ecully69570 DARDILLYFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","stjosephmarboz@free.fr","Not found","04 74 42 36 20","Not found","182 avenue de Bourgogne01851 MARBOZFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole.ste-marie.neufchatel@wanadoo.fr","Not found","03 21 83 78 27","Not found","39 rue des Allées62152 NEUFCHATEL HARDELOTFrance","Not found"
"ECOLE PRIVEE SAINT-DONATIEN","ec.nantes.st-donatien.prim@ec44.scolanet.org","ecolesaintdonatien@free.fr","02 51 86 06 16","02 40 74 36 48","Primaire : 15 rue St Donatien44000 NANTESFrance","Maternelle : 61 bis rue du Coudray"
"ECOLE ET COLLEGE PRIVES NOTRE-DAME","contact@ecole-notredame.org","secretariat@ecole-notredame.org","05 56 73 32 05","Not found","14 rue de l'Eglise33340 LESPARRE MEDOCFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINT-ANDRE - SAINTE-MARIE","collegestemarie@wanadoo.fr","collestemarie@wanadoo.fr","05 57 43 06 52","Not found","11 rue Nationale33240 ST ANDRE DE CUBZACFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT- JOSEPH","adm-generale@saintjoseph-psg.fr","Not found","01 48 45 30 10","Not found","15 rue du Capitaine Soyer93310 LE PRE ST GERVAISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","eco56.nd.meslan@eco.ecbretagne.org","Not found","02 97 34 26 98","Not found","10 rue Jean Guillemot56320 MESLANFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 99 90 75 80","Not found","Hameau de St-Cry56130 NIVILLACFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LARMOR","ecole.nd.larmor@free.fr","Not found","02 97 84 20 77","Not found","6 boulevard de Toulhars56260 LARMOR PLAGEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","Not found","Not found","02 97 60 72 94","Not found","Rue du Général de Gaulle56890 PLESCOPFrance","Not found"
"ECOLE PRIVEE SAINT-PAUL","ecole.stpaul@wanadoo.fr","Not found","02 51 98 62 72","Not found","6 rue des Châtaigniers85670 ST PAUL MONT PENITFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","chatelain.ste.therese@wanadoo.fr","ec.chatelain.stetherese@ec53.org","02 43 07 12 19","Not found","2 rue de la Poste53200 CHATELAINFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME   DU SACRE-COEUR","nddusacre.coeur.53marigne@wanadoo.fr","ec.marignepeuton.ndsacrecoeur@ec53.org","02 43 70 04 60","Not found","5 rue du Bon Accueil53200 MARIGNE PEUTONFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","eco35.ste-therese.forges-la-foret@ecbretagne.org","Not found","02 99 47 78 05","Not found","Route de Chelun35640 FORGES LA FORETFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ec.saintjo@wanadoo.fr","contact@retiers-saint-joseph.com","02 99 43 53 00","Not found","2 rue Jean de la Mennais35240 RETIERSFrance","Not found"
"ECOLE PRIVEE SAINTE-CROIX","Not found","Not found","05 63 58 01 53","Not found","16 place de la Halle81500 LAVAURFrance","Not found"
"ECOLE PRIVEE SAINTE-FAMILLE","ce.0593929a@ac-lille.fr","Not found","03 20 24 54 13","Not found","58 rue de Constantine59100 ROUBAIXFrance","Not found"
"ECOLE PRIVEE SAINTE-GERMAINE","contact@ecole-sainte-germaine.fr","st.sebastien1@free.fr","02 40 61 30 49","Not found","143 avenue de Saint-Sébastien44380 PORNICHETFrance","Not found"
"ECOLE PRIVEE SAINTE-JEHANNE D'ARC","eco.steja.vannes@ecbretagne.org","Not found","02 97 47 21 70","Not found","5 place de la République56000 VANNESFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","ec.regrippiere.sacre-coeur@ec44.scolanet.org","ecole.sacre.coeur@gmail.com","02 40 33 63 60","Not found","10 rue du Vignoble44330 LA REGRIPPIEREFrance","Not found"
"SAINT-JOSEPH DES FONTENELLES  ECOLE ET COLLEGE PRIVES","collegestjoseph.fontenelles@wanadoo.fr","Not found","03 81 43 71 42","Not found","20 rue du Couvent25210 LES FONTENELLESFrance","Not found"
"ECOLE PRIVEE MARIE-IMMACULEE","mi.valenciennes@ddec59c.org","Not found","03 27 46 26 29","Not found","145 rue de Famars59300 VALENCIENNESFrance","Not found"
"ECOLE, COLLEGE ET LYCEE SAINTE-MARIE","contact@smb41.fr","Not found","02 54 78 20 20","Not found","33 rue du Bourg-Neuf41000 BLOISFrance","Not found"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME D'ESPERANCE","nde42@free.fr","Not found","04 77 93 54 20","Not found","16 rue Jean-François Révollier42000 ST ETIENNEFrance","Not found"
"ECOLE PRIVEE SAINTE-BERNADETTE","ecole.st-bernadette@wanadoo.fr","Not found","04 91 77 23 85","Not found","33 avenue Clot-Bey13008 MARSEILLEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","nd.fourmies@ddec59c.org","Not found","03 27 60 06 33","Not found","50 rue Jules Guesde59610 FOURMIESFrance","Not found"
"ECOLE PRIVEE SEVIGNE","sevigne-admin@wanadoo.fr","Not found","04 68 32 80 90","04 68 32 80 93","1 rue du Capitole11100 NARBONNEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","04 95 60 01 53","Not found","3 rue Général Graziani20220 L ILE ROUSSEFrance","Not found"
"ECCOLE PRIVEE SAINT-MICHEL","Not found","Not found","05 65 99 51 26","Not found","26 rue du Barry12360 CAMARESFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","ecole-privee-sacre-coeur@wanadoo.fr","Not found","04 66 32 81 35","04 66 45 02 63","Place Pré CommunAuxilliac48500 LA CANOURGUEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","Not found","Not found","02 98 83 93 33","Not found","11 rue Sainte-Anne29890 KERLOUANFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","Not found","Not found","02 98 78 92 68","Not found","Place de la Mairie29410 LOC EGUINER ST THEGONNECFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","02 98 68 54 65","Not found","Le Bourg29440 PLOUGARFrance","Not found"
"COURS HENRI IV  ENSEIGNEMENT PRIVÉ LAIQUE MIXTE","cours-henri-iv@wanadoo.fr","Not found","01 48 83 46 76","Not found","6 avenue du Réservoir - BP 49294104 ST MAUR DES FOSSES CEDEXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecolenotredameplelan@wanadoo.fr","Not found","02 99 06 89 27","Not found","19 bis rue des Glyorels35380 PLELAN LE GRANDFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME D'YRON","ecoleyron@wanadoo.fr","Not found","02 37 98 51 39","Not found","8 rue des Fossés28220 CLOYES SUR LE LOIRFrance","Not found"
"ECOLE PRIVEE SAINT-ALPHONSE","Not found","Not found","03 20 46 90 56","Not found","29 place Abbé Coulon59250 HALLUINFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DU BREUIL","Not found","Not found","05 63 60 70 40","Not found","1 avenue du Breuil81000 ALBIFrance","Not found"
"ECOLE ET COLLEGE PRIVE  YECHIVA ETZHAIM","Not found","Not found","01 48 86 05 50","Not found","84 boulevard du Général Giraud94100 ST MAUR DES FOSSESFrance","Not found"
"ECOLE PRIVEE MARIE-ANTOINE","ecole-marie-antoine-thenezay@wanadoo.fr","Not found","05 49 63 02 21","Not found","4 rue des Ormeaux79390 THENEZAYFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE GRACE","eco29.nd-graces.pluguffan@ecbretagne.org","Not found","02 98 94 04 33","Not found","23 rue de Guengat29700 PLUGUFFANFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","02 98 69 16 65","Not found","16 rue Sainte Marie29250 ST POL DE LEONFrance","Not found"
"ECOLE BETHY  GROUPE SCOLAIRE DES FILLES BETH YACOV","ce.0754834X@ac-paris.fr","Not found","01 43 66 35 27","Not found","50 bis rue des Prairies75020 PARISFrance","Not found"
"CENTRE SCOLAIRE MERE TERESA","contact@ecmteresa.net","Not found","04 78 93 43 82","04 78 94 09 79","37 rue Gervais Bussière69100 VILLEURBANNEFrance","Annexe SEGPA"
"ECOLE ET COLLEGE PRIVES   SAINT-BARTHELEMY","sb.direction@laposte.net","Not found","04 92 07 77 80","Not found","25 avenue Saint-Barthélémy06100 NICEFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINT-THOMAS D'AQUIN","contact@saint-thomas-daquin.com","Not found","05 61 52 65 45","Not found","40 Grande Rue Nazareth - BP 40531008 TOULOUSE CEDEX 6France","Not found"
"ECOLE PRIVEE NOTRE-DAME","ndstvalery@udogecs.fr","Not found","03 22 60 96 36","Not found","11 quai de Romerel80230 ST VALERY SUR SOMMEFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","stlouis.barenton@wanadoo.fr","Not found","02 33 59 53 59","Not found","91 rue de Montéglise50720 BARENTONFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","05 49 63 40 40","Not found","21 route des Bois79310 ST PARDOUXFrance","Not found"
"ECOLE PRIVEE SAINT-JACQUES","ec.lachapellerousselin.stjacques@ec49.org","Not found","02 41 30 55 58","Not found","3 rue de l'Abbé Rousseau49120 LA CHAPELLE ROUSSELINFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","ec.chazesurargos.stjoseph@ec49.org","02 41 61 47 71","Not found","11 rue de la Croix Marie49500 CHAZE SUR ARGOSFrance","Not found"
"ECOLE PRIVEE SAINT-VINCENT","ec.faye.stvincent@ec49.org","ecole.stvincent@wanadoo.fr","02 41 54 30 56","Not found","4 rue de la Côte des Noëls49380 FAYE DANJOUFrance","Not found"
"ECOLE PRIVEE NOTRE- DAME","ndame.snb@free.fr","notre-dame0209@orange.fr","02 47 97 88 16","Not found","21 rue de la Treille37140 ST NICOLAS DE BOURGUEILFrance","Not found"
"ECOLE PRIVEE CATHOLIQUE  SAINT-JOSEPH","ecolesaintjosephannecy@gmail.fr","Not found","04 50 57 74 34","Not found","14 avenue Berthollet74000 ANNECYFrance","Not found"
"ECOLE PRIVEE SAINTE-FAMILLE","direction@clissonsaintefamille.com","Not found","02 40 54 02 13","Not found","3 place de la Trinité44190 CLISSONFrance","Not found"
