"name","mail","mail2","tel","tel2","adrs","adrs2"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","05 63 67 02 19","Not found","Rue du Tour de Ronde82160 CAYLUSFrance","Not found"
"ECOLE PRIVEE CLAIR ACCUEIL","Not found","Not found","03 21 49 20 45","Not found","18 rue Raoul Briquet62710 COURRIERESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole.balaze@sipco.fr","Not found","02 99 76 93 27","02 99 76 91 24","14 rue Saint-Martin35500 BALAZEFrance","Not found"
"ECOLE PRIVEE SAINT-MICHEL","eco35.st-michel.montreuil-sur-ille@ecbretagne.org","Not found","02 99 69 71 31","Not found","29 rue des Ecoles35440 MONTREUIL SUR ILLEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole.Torce35@wanadoo.fr","Not found","02 99 49 50 43","Not found","3 rue de Vitré35370 TORCEFrance","Not found"
"INSTITUTION LA SAGESSE  ECOLE ET COLLEGE PRIVES","sagesse.haubourdin@wanadoo.fr","Not found","03 20 07 10 20","Not found","49 rue Vanderhaghen59320 HAUBOURDINFrance","Not found"
"INSTITUTION CHAMPFLEURY  ECOLE ET COLLEGE PRIVES","direction.champfleury-84@wanadoo.fr","Not found","04 90 16 47 60","04 90 82 17 85 (école)","88 avenue de Tarascon84000 AVIGNONFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME   SAINT-HONORE","ec.machecoul.st-honore@ec44.scolanet.org","ec.machecoul.notre-dame@ec44.scolanet.org","02 40 78 51 15","Not found","20 route de Challans44270 MACHECOULFrance","Site Notre-Dame :15 rue Alexandre Riou"
"ECOLE PRIVEE NOTRE-DAME DE LA MER","eco35.nd-de-la-mer.dinard@eco.ecbretagne.org","Not found","02 99 46 54 51","Not found","11 rue Gardiner35800 DINARDFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole.saintjoseph@9online.fr","Not found","01 43 24 12 41","Not found","9 Villa du Pont de Bry94170 LE PERREUX SUR MARNEFrance","Not found"
"ECOLE PRIVEE SAINTE-AGNES","Not found","Not found","05 65 63 19 78","Not found","Rue des Ecoles12110 AUBINFrance","Not found"
"ECOLE PRIVEE L'ARDOISE D'ECOLIER","ecoleardoix07@gmail.com","Not found","04 75 34 46 89","Not found","Rue du Théâtre07290 ARDOIXFrance","Not found"
"ECOLE PRIVEE ST-JOSEPH","ec-vlapr@inforoutes-ardeche.fr","Not found","04 75 33 17 65","Not found","203 rue d'Abraham07430 VERNOSC LES ANNONAYFrance","Not found"
"ECOLE PRIVEE","ecoleprivee.fournels@wanadoo.fr","Not found","04 66 31 65 04","Not found","Le Village48310 FOURNELSFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecole-notre-dame2@wanadoo.fr","Not found","02 51 39 80 40","Not found","47 rue de l'Eglise85630 BARBATREFrance","Not found"
"ECOLE PRIVEE MATERNELLE","ecolemat.jallais@wanadoo.fr","ec.jallais.mat@ec49.org","02 41 64 25 69","Not found","47 bis rue du Pont Piau49510 JALLAISFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","ecole.privee.chailland@wanadoo.fr","ec.chailland.sacrecoeur@ec53.org","02 43 02 70 13","Not found","19 rue Saint-Hilaire53420 CHAILLANDFrance","Not found"
"ECOLE PRIVEE LA SOURCE","Not found","Not found","03 84 42 82 59","Not found","2 bis Place de l'Eglise39170 ST LUPICINFrance","Not found"
"ECOLE PRIVEE SAINT-MARTIN","ecole.saint.martin@free.fr","Not found","04 74 01 30 51","Not found","Rue du Gappas69210 SAVIGNYFrance","Not found"
"ECOLE PRIVEE SAINT-GUILLAUME","ecolesaintguillaume@esbc.fr","Not found","02 48 20 28 94","Not found","Site Ecoles Maternelles : Rue des Chalets18000 BOURGESFrance","Site écoles élémentaires : Rue du Château d'Eau"
"ECOLE DE L'ORATOIRE","ecole@oratoire-lyon.net","Not found","04 78 29 32 63","Not found","12 rue de l'Oratoire69300 CALUIRE ET CUIREFrance","Not found"
"INSTITUTION DU SAINT-ESPRIT","stesprit.beauvais@ac-amiens.fr","collegelycee@saintesprit.com","03 44 12 19 40","03 44 12 19 57","68 rue de Pontoise - BP 5050460026 BEAUVAIS CEDEXFrance","Ecole :"
"INSTITUTION ROBIN  ECOLE PRIVEE","robin.vienne@institution-robin.com","Not found","04 74 53 09 78","Not found","Place Saint-Pierre - BP 32938204 VIENNE CEDEXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ec.bouzille.notredame@ec49.org","Not found","02 40 98 19 67","Not found","6 rue de la Mare à Margot49530 BOUZILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-BLANDINE","ibernage@free.fr","Not found","04 74 61 02 87","Not found","4 rue de l' Ancienne Cure01800 MEXIMIEUXFrance","Not found"
"ECOLE PRIVEE ABBE LEMIRE  SITE SAINT-JOSEPH","ecolecath.abbelemire@free.fr","Not found","03 59 30 97 30","Not found","5 rue du Clocher59190 HAZEBROUCKFrance","Not found"
"ECOLE PRIVEE PIE X - SAINTE-MARIE","Not found","Not found","02 97 21 02 33","Not found","26 rue du 62ème R.I.56100 LORIENTFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ec-moutierslay@wanadoo.fr","Not found","02 51 27 50 14","Not found","4 route de Sainte-Hermine85320 MOUTIERS SUR LE LAYFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINTE-GENEVIEVE","ec.ste.genevieve.astaffort@ac-bordeaux.fr","Not found","05 53 67 17 82","Not found","25 rue Saint-Félix47220 ASTAFFORTFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","ec.nort.ste-jeanne-arc@ec44.scolanet.org","ecole.ste.jeannedarc@orange.fr","02 40 72 29 87","Not found","40 rue de la Paix44390 NORT SUR ERDREFrance","Not found"
"ECOLE PRIVEE IMMACULEE CONCEPTION","Not found","Not found","03 44 13 31 72","Not found","1 rue Fontaine60210 GAUDECHARTFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE - SAINT-PIERRE","ec.batz.ste-marie@ec44.scolanet.org","ecole.st.pierre.batz.mer@wanadoo.fr","02 40 23 92 16","Not found","Rue de Trémondais44740 BATZ SUR MERFrance","Not found"
"ECOLE PRIVEE","ecole.trelins@wanadoo.fr","Not found","04 77 24 46 01","Not found","Le Bourg42130 TRELINSFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","03 20 41 20 65","Not found","9 place du Gal de Gaulle59152 CHERENGFrance","Not found"
"ECOLE PRIVEE SAINTE-GERMAINE","Not found","Not found","03 28 29 80 48","Not found","89 rue de la Mairie59630 LOOBERGHEFrance","Not found"
"LE JARDIN DE SOLFERINO","jardindesolferino@orange.fr","Not found","01 46 21 26 76","Not found","11 rue de Clamart92100 BOULOGNEFrance","Not found"
"ECOLE PRIVEE LA ROCHEFOUCAULD","Not found","Not found","04 66 31 14 79","Not found","Rue Arvernes48200 ST CHELY D'APCHERFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DES PETITS","Not found","Not found","09 61 41 64 15","Not found","1 rue de l'Ermitage59200 TOURCOINGFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME   DE LA VISITATION","visitation.ecole@wanadoo.fr","ec.saumur.ndvisitation@ec49.org","02 41 67 45 58","Not found","15 rue Paul Bert49400 SAUMURFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","notredame94st.mande@voila.fr","Not found","01 43 28 18 13","Not found","22 rue Guynemer94160 ST MANDEFrance","Not found"
"ECOLE PRIVEE LA SOURCE","ecoleprivee.lasource0187@orange.fr","Not found","04 77 65 35 42","Not found","9 rue des Ecoles42720 VOUGYFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH SAINTE-MARIE","Not found","Not found","05 63 98 46 39","Not found","Place de la Brèche81240 ST AMANS VALTORETFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecole.privee.laussonne@wanadoo.fr","ec.noda.lau@ec43.org","04 71 05 11 62","Not found","Route des Estables43150 LAUSSONNEFrance","Not found"
"ECOLE PRIVEE","direction-ecole.coise@laposte.net","Not found","04 78 44 47 38","Not found","12 rue des Pierres Roses69590 COISEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ec.rouge.st-joseph@ec44.scolanet.org","Not found","02 40 28 81 33","Not found","Rue de la Vigne44660 ROUGEFrance","Not found"
"INSTITUTION DU SACRE-COEUR  ECOLE ET COLLEGE PRIVES","contact@sacrecoeur-breteuil.fr","Not found","03 44 80 22 50","Not found","21 rue des Ecoles - BP 460121 BRETEUIL CEDEXFrance","Not found"
"ECOLE ET COLLEGE PRIVES JEANNE D'ARC","college-jeannedarc2@wanadoo.fr","ecolejdarc@yahoo.fr","05 46 93 02 57","Not found","3 esplanade du Capitole17100 SAINTESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolesaint.joseph@free.fr","Not found","01 69 01 04 08","Not found","22 rue Moutard Martin91460 MARCOUSSISFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH   SAINTE MARIE","st-joseph.aizenay@laposte.net","ecolematernellesaintemarie@wanadoo.fr","02 51 94 60 09","02 51 94 62 14","1 Monseigneur Gendreau85190 AIZENAYFrance","Maternelle Sainte-Marie"
"ECOLE PRIVEE SAINTE-GENEVIEVE","ecole.ste.genevieve@wanadoo.fr","Not found","02 47 55 51 66","Not found","8 rue Joseph Thierry37230 LUYNESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DES FLEURS","eco.ndf.mendon@eco.ecbretagne.org","Not found","02 97 24 65 43","Not found","Rue Kinvara56550 LOCOAL MENDONFrance","Not found"
"ECOLE PRIVEE SAINTE-HELENE","Not found","Not found","02 97 34 28 10","Not found","Rue Sainte-Hélène56240 BERNEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","02 51 51 13 64","Not found","29 route de l'Orbrie85200 PISSOTTEFrance","Not found"
"ECOLE PRIVEE L'ENVOL","ecole.privee.lenvol@wanadoo.fr","Not found","02 51 34 03 96","Not found","26 rue du Gué85150 STE FLAIVE DES LOUPSFrance","Not found"
"ECOLE PRIVEE SAINT-MEDARD","ecolesaintmars@free.fr","Not found","02 51 57 44 04","Not found","2 rue du Pouët85590 ST MARS LA REORTHEFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JULIEN","stjulien@cybercable.tm.fr","st-julien2@wanadoo.fr","02 43 81 57 50","Not found","5 rue de Tascher72000 LE MANSFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-MICHEL","sec.stmichel.bourgoin@wanadoo.fr","ecole-saint-michel-bj@wanadoo.fr","04 74 93 04 10","Not found","9 rue de la PaixBP 35238308 BOURGOIN JALLIEUFrance","Not found"
"ECOLE, COLLEGE ET LP  SAINTE- ANNE SAINT-JOSEPH","Not found","Not found","03 84 89 00 80","03 84 89 00 90","1 rue de la Tannerie - BP 39 / BP 5470200 LUREFrance","Not found"
"ENSEMBLE SCOLAIRE LA SALLE LILLE","direction.ecole@isp-lille.org","Not found","03 20 93 09 08","Not found","195 rue des Stations59000 LILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecole-sainte-anne@orange.fr","Not found","02 97 38 41 25","Not found","Rue de la Butte56920 ST GONNERYFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","eco.stema.guilliers@ddec56.org","Not found","02 97 74 42 62","Not found","1 rue Saint-Louis56490 GUILLIERSFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 97 75 17 95","Not found","Le Bourg56140 MISSIRIACFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS DE GONZAGUE","Not found","Not found","02 43 69 81 23","Not found","12 allée des Chênes53240 PLACEFrance","Not found"
"ECOLE PRIVEE SAINTE JEANNE D'ARC","Not found","Not found","02 97 75 09 40","Not found","Rue Jean XXIII56140 MALESTROITFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","eco35.sacre-coeur.iffendic@ecbretagne.org","Not found","02 99 09 71 81","Not found","2 ruelle Saint-Eloi35750 IFFENDICFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINTE-ANNE - SAINT-JOSEPH","st-joseph.argentre@wanadoo.fr","Not found","02 99 96 61 53","Not found","52-54 rue Alain d'Argentré35370 ARGENTRE DU PLESSISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","05 62 90 33 02","Not found","1 place Maréchal Joffre65400 ARGELES GAZOSTFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","direction@ecole-nd15.fr","Not found","04 71 68 07 43","Not found","2 rue Guillaume Duprat15200 MAURIACFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LA GARDE","notredamedelagarde56@gmail.com","Not found","02 97 82 94 21","Not found","3 chemin du Talud56270 PLOEMEURFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES","Not found","Not found","05 65 71 91 53","Not found","7 rue du Stade12450 FLAVINFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","sacrecoeurmeyzieu@wanadoo.fr","Not found","04 78 31 54 65","Not found","59 rue Louis Saulnier69330 MEYZIEUFrance","Not found"
"ECOLE PRIVEE","Not found","Not found","05 65 69 52 06","Not found","480 avenue de la Basilique12450 CEIGNACFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME D'IZEL VOR","Not found","Not found","02 98 56 96 37","Not found","Impasse de la Baie29940 LA FORET FOUESNANTFrance","Not found"
"ECOLE PRIVEE SAINTE-BRIGIDE","ecole-sainte-brigide@fr.st","Not found","02 98 07 07 97","Not found","Rue Sainte Brigide29470 LOPERHETFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE KERELLON","Not found","Not found","02 98 69 50 51","Not found","16 rue de Kérellon29420 PLOUENANFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-GEORGES","ec.stgeorges.beaumont@srec-hn.com","Not found","02 32 45 20 79","Not found","68 rue Saint-Nicolas27170 BEAUMONT LE ROGERFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","secretariat@college-matzenheim.fr","Not found","03 88 58 18 28","03 88 74 42 55 (école)","1 rue du Chanoine Mertian67150 MATZENHEIMFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","stlouis.brest@wanadoo.fr","Not found","02 98 44 17 19","Not found","64 rue Jean Macé29200 BRESTFrance","Not found"
"ECOLE PRIVEE   SAINT-MARTIN LA SALLE","contact@saintmartin-troyes.org","ecole.st.martin3@free.fr","03 25 74 76 89","Not found","26 rue Brûlard10000 TROYESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","02 99 91 56 47","Not found","1 chemin des Ecoliers56200 LES FOUGERETSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","02 97 67 84 36","Not found","Rue de la Mairie56220 CADENFrance","Not found"
"ECOLE OZAR HATORAH CORDELIERES","Not found","Not found","01 45 35 11 36","01 45 35 94 40 (école)","31 rue des Cordelières75013 PARISFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecole-steanne-bruc@wanadoo.fr","Not found","02 99 34 40 54","Not found","Le Bourg35550 BRUC SUR AFFFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecolerbree@wanadoo.fr","Not found","02 99 49 40 82","Not found","2 rue Hay des Nétumières35500 ERBREEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DES VERTUS","ecole.privee.de.mece@wanadoo.fr","Not found","02 99 76 05 85","Not found","Route de Saint-Aubin35450 MECEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","Not found","Not found","05 65 47 02 12","Not found","Route de Villelongue12800 NAUCELLEFrance","Not found"
"ECOLE PRIVEE LA PROVIDENCE","ecole-la-providence@wanadoo.fr","Not found","05 45 35 03 67","Not found","90 rue de la Providence16100 COGNACFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES  SAINT-LOUIS DE GONZAGUE","secretariat@gonzague.com","Not found","04 68 61 23 91","Not found","71 avenue du Docteur Schweitzer66000 PERPIGNANFrance","Not found"
"ECOLE, COLLEGE  ET LYCEE PRIVES LACORDAIRE","Not found","Not found","04 91 12 20 80","04 91 12 20 82 (école)","7 boulevard Lacordaire13013 MARSEILLEFrance","Not found"
"ECOLE, COLLEGE   ET LYCEE PRIVES BOSSUET","lycee-bossuet@wanadoo.fr","secreta-bossuet@freesurf.fr","05 55 86 74 00","05 55 86 74 02","11 rue Bossuet - BP 55919107 BRIVE LA GAILLARDE CEDEXFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES SEVIGNE","sevigne.compiegne@ac-amiens.fr","institution.sevigne@wanadoo.fr","03 44 40 10 72","Not found","20 rue de la Sous-Préfecture60200 COMPIEGNEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","02 98 02 33 51","Not found","4 rue des Frères Guézennec29200 BRESTFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN BOSCO","Not found","Not found","05 90 81 27 11","Not found","Blanchet97113 GOURBEYREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ec.bouillemenard.stjoseph@ec49.org","ecolebouillemenard49@free.fr","02 41 61 75 10","Not found","8 impasse des Martinets49520 BOUILLE MENARDFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole.stemarie@wanadoo.fr","Not found","04 50 41 05 29","Not found","Rue Saint Maurice01170 CHEVRYFrance","Not found"
"ECOLE ET COLLEGE PRIVES  DE L'IMMACULEE-CONCEPTION","clg.immaconception.seclin@wanadoo.fr","direction.clg.immaconception.seclin@orange.fr","03 20 90 02 44","Not found","Boulevard Hentgès - BP 41559474 SECLIN CEDEXFrance","Not found"
"ECOLE PRIVEE SAINT-DENIS","ecole-saint-denis-ploubaz@wanadoo.fr","eco22.st-denis.ploubazlanec@eco.ecbretagne.org","02 96 55 82 64","Not found","12 rue de l'Abbé Francis Le Jeune22620 PLOUBAZLANECFrance","Not found"
"ECOLE PRIVEE SAINT-EXUPERE","ecole.saint.exupere@free.fr","Not found","05 61 25 28 14","Not found","48 Grande rue Saint Michel31000 TOULOUSEFrance","Not found"
"ECOLE PRIVEE SAINT-FRONT","stfront.perigueux@wanadoo.fr","Not found","05 53 09 71 43","Not found","5 rue du Calvaire24000 PERIGUEUXFrance","Not found"
"ECOLE PRIVEE SAINT-HILAIRE","st-hilaire-poitiers@cg86.fr","Not found","05 49 41 21 86","Not found","12-16 rue Saint-Hilaire86000 POITIERSFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ec.montreuilbellay.steanne@ec49.org","Not found","02 41 52 48 36","Not found","76 rue du Docteur Gaudrez49260 MONTREUIL BELLAYFrance","Not found"
"ECOLE PRIVEE JOSEPH GIRARD","ecolejgirard@wanadoo.fr","ec.lepin.josephgirard@ec49.org","02 41 70 03 32","Not found","3 avenue du Chemin Vert49110 LE PIN EN MAUGESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","ec.stchristophe.stjoseph@ec49.org","02 41 56 83 84","Not found","12 rue de la Libération49280 ST CHRISTOPHE DU BOISFrance","Not found"
"ECOLE PRIVEE LES TAMARIS","dir.peapr@orange.fr","Not found","04 75 34 83 60","Not found","128 rue de Colombier07340 PEAUGRESFrance","Not found"
"ECOLE PRIVEE","ecolesef@gmail.com","Not found","04 75 35 03 90","Not found","Le Village07200 ST ETIENNE DE FONTBELLONFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","nd.vernaison@free.fr","Not found","04 78 46 07 21","Not found","354 rue de la Croix du Meunier69390 VERNAISONFrance","Not found"
"ECOLE PRIVEE SAINT-MAURICE","eccrusm@edres74.net","Not found","04 50 44 23 25","Not found","246 rue des Frères74350 CRUSEILLESFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","ecviusth@edres74.net","Not found","04 50 36 96 51","Not found","Avenue de Savoie74250 VIUZ EN SALLAZFrance","Not found"
"ECOLE PRIVEE DE LIMEROL","ecole.limerol@wanadoo.fr","Not found","03 85 30 00 51","Not found","45 rue de  l'Ecole Privée01570 FEILLENSFrance","Not found"
"INSTITUTION SAINT-JEAN","Not found","contact@stjean-douai.org","03 27 94 46 60","03 27 94 46 61 (école)","246 rue Saint-Jean - BP 63959506 DOUAI CEDEXFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","directeur-ecole-gerbert-st-joseph@wanadoo.fr","Not found","04 71 63 61 98","Not found","47 Avenue de Prades15000 AURILLACFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ctre.scolaire.prive.de.fruges@wanadoo.fr","jeannedarc.fruges@wanadoo.fr","03 21 04 43 76","Not found","31 rue de Paradis62310 FRUGESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecolesaintreverend@wanadoo.fr","Not found","02 51 54 60 16","Not found","4 rue Saint-Joseph85220 ST REVERENDFrance","Not found"
"ECOLE PRIVEE SAINTE-PHILOMENE","Not found","Not found","04 73 97 26 90","Not found","2 rue de Stade63200 CELLULEFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES  SAINT-FRANÇOIS","ecole-stcharles-stdidier@laclasse.com","Not found","04 78 66 01 85","04 78 35 85 15","Maternelle St-Charles :14 rue du Castellard69370 ST DIDIER AU MONT D ORFrance","Primaire Saint-François :45 avenue de la République"
"INSTITUTION DU SACRE-COEUR  ECOLE ET COLLEGE PRIVES","sacrecoeur02@orange.fr","Not found","03 23 97 20 44","Not found","2 rue du Général Debeney02260 LA CAPELLEFrance","Not found"
"INSTITUTION JEANNE D'ARC  ECOLE ET COLLEGE PRIVES","jeanne.arc.secretariat@wanadoo.fr","Not found","03 23 61 00 02","Not found","155 rue André Godin02120 GUISEFrance","Not found"
"ECOLE PRIVEE   SAINT-JOSEPH DE MEAN","ec.st-nazaire.mean@ec44.scolanet.org","ecolesaintjosephmean@orange.fr","02 40 90 21 43","Not found","36 rue des Frères Monvoisins44600 ST NAZAIREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.plesidy@eco.ecbretagne.org","Not found","02 96 21 41 93","Not found","4 rue Saint-Joseph22720 PLESIDYFrance","Not found"
"ECOLE PRIVEE SAINT-REGIS","Ecole.Privee.Labegude@inforoutes-ardeche.fr","Not found","04 75 37 52 97","Not found","6 Place du Pradou07200 LABEGUDEFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE","ce.0421251g@ac-lyon.fr","Not found","04 74 64 39 74","Not found","Le Bourg42460 LA GRESLEFrance","Not found"
"ECOLE PRIVEE SAINTE-GENEVIEVE","Not found","Not found","05 63 98 42 91","Not found","11 place de l'Eglise81240 ALBINEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole.stjo.beauvoir@free.fr","Not found","02 51 68 72 33","Not found","26 rue du 8 Mai85230 BEAUVOIR SUR MERFrance","Not found"
"ECOLE PRIVEE","ecole.de.cezais@wanadoo.fr","Not found","02 51 00 86 50","Not found","69 rue de la Forge85410 CEZAISFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","coexsaint-joseph@wanadoo.fr","Not found","02 51 40 30 03","Not found","24 rue des Tisserands85220 COEXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LA DELIVRANDE","ce.0381083W@ac-grenoble.fr","Not found","04 76 44 38 88","Not found","14 rue André Chénier38400 ST MARTIN D HERESFrance","Not found"
"LA PRAIRIE  ECOLE ET COLLEGE PRIVES","info@ecole-laprairie.fr","Not found","05 62 26 83 60","Not found","1 rue des Néfliers31400 TOULOUSEFrance","Not found"
"ECOLE PRIVEE SAINTE-GENEVIEVE","Not found","Not found","03 20 83 01 32","Not found","229 rue de la Vallée59510 HEMFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","Not found","Not found","03 20 26 07 12","Not found","25 rue de Londres59420 MOUVAUXFrance","Not found"
"ECOLE PRIVEE SAINTE-LUCILE","Ecole-Sainte-Lucile@wanadoo.fr","Not found","05 63 02 38 93","Not found","25 bis rue H. Dunant82500 BEAUMONT DE LOMAGNEFrance","Not found"
"ECOLE PRIVEE SAINT-MICHEL","ec.grigonnais.st-michel@ec44.scolanet.org","ecolesaintmichel@free.fr","02 40 51 37 61","Not found","54 route de l'Océan44170 LA GRIGONNAISFrance","Not found"
"ECOLE PRIVEE SAINT-LEGER","ec.marsac.st-leger@ec44.scolanet.org","stleger.marsac@wanadoo.fr","02 40 87 58 88","Not found","13 rue Saint-Léger44170 MARSAC SUR DONFrance","Not found"
"ECOLE MATERNELLE PRIVEE NOTRE-DAME","matnd.briouze@orange.fr","Not found","02 33 66 07 55","Not found","1 rue de la Ferté Macé61220 BRIOUZEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DES FLOTS","Not found","n-d-f@wanadoo.fr","02 51 95 10 51","Not found","9 rue des Libellules85340 OLONNE SUR MERFrance","Not found"
"ECOLE PRIVEE","ecolepriveegosne@wanadoo.fr","Not found","02 99 66 31 82","Not found","7 rue de la Lande d'Ouée35140 GOSNEFrance","Not found"
"ECOLE PRIVEE CHEVREUL - SAINTE-CROIX","ecole-chevreul@wanadoo.fr","Not found","04 78 37 24 46","Not found","62 bis rue de la Charité69002 LYONFrance","Not found"
"ECOLE PRIVEE DE KERMARIA","Not found","Not found","02 98 03 01 62","Not found","40 rue de Kermaria29200 BRESTFrance","Not found"
"ECOLE PRIVEE DE LA PROVIDENCE","ecole.la-providence@wanadoo.fr","Not found","01 43 70 90 96","Not found","9 passage de la Providence75020 PARISFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN-BAPTISTE","ecolestjeanbaptiste@wanadoo.fr","Not found","04 91 40 28 57","Not found","14 rue de la Gendarmerie13009 MARSEILLEFrance","Not found"
"ECOLE PRIVEE   PRILLYSAINTE-THERESE","Not found","Not found","03 26 21 12 31","Not found","18 rue des Cordeliers51000 CHALONS EN CHAMPAGNEFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","stethereselaventie@free.fr","Not found","0321276617","Not found","Hameau de Fauquissart88 rue du Vieux Moulin62840 LAVENTIEFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","05 61 80 75 48","Not found","16 rue du Docteur Jean Arlaud31500 TOULOUSEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ec.ste-lumine-coutais.ste-marie@ec44.scolanet.org","cm2-saintemarie@free.fr","02 40 02 90 11","Not found","9 rue de la Paix44310 ST LUMINE DE COUTAISFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN","ecpornichet.st-jean@ec44.scolanet.org","Not found","02 40 61 10 76","Not found","15 avenue Jeanne d'Arc44380 PORNICHETFrance","Not found"
"ECOLE MATERNELLE PRIVEE PARDESS HANNA","Not found","Not found","01 44 52 72 52","01 42 41 80 05","49-51 rue Petit75019 PARISFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","Not found","primaire.st-joseph.semur@wanadoo.fr","03 80 97 05 82","03 80 96 62 29","20 rue de la Liberté - BP 2521140 SEMUR EN AUXOISFrance","Matrenelle et primaire :"
"ENSEMBLE SCOLAIRE SAINT-JOSEPH  ECOLE ET COLLEGE PRIVES","accueil.stjoseph@fenelon63.fr","Not found","04 73 26 03 33","Not found","17 avenue du Mont Mouchet63172 AUBIERE CEDEXFrance","Not found"
"ECOLE PRIVEE SAINT-LAURENT","Not found","Not found","02 38 62 31 16","Not found","2-4 rue Albert Lejeune45000 ORLEANSFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS LE BRELOQUET","ec.cholet.stlouislebreloquet@ec49.org","Not found","02 41 62 29 39","Not found","2 bis rue du Breloquet49300 CHOLETFrance","Not found"
